Year,ID,Type,No_Vehicles,Fuel
2036,BEV_S1_2034,Use,50,Unknown
2036,BEV_S1_2035,Use,85,Unknown
2036,BEV_S1_2036,Use,6,Unknown
2036,BEV_S2_2027,Use,16,Unknown
2036,BEV_S2_2028,Use,97,Unknown
2036,BEV_S2_2029,Use,58,Unknown
2036,BEV_S2_2030,Use,72,Unknown
2036,BEV_S2_2031,Use,90,Unknown
2036,BEV_S2_2032,Use,15,Unknown
2036,BEV_S2_2033,Use,3,Unknown
2036,BEV_S2_2034,Use,1,Unknown
2036,BEV_S2_2035,Use,93,Unknown
2036,BEV_S2_2036,Use,10,Unknown
2036,BEV_S4_2027,Use,33,Unknown
2036,BEV_S4_2028,Use,19,Unknown
2036,BEV_S4_2029,Use,23,Unknown
2036,BEV_S4_2030,Use,28,Unknown
2036,BEV_S4_2031,Use,8,Unknown
2036,BEV_S4_2032,Use,67,Unknown
2036,BEV_S4_2033,Use,13,Unknown
2036,BEV_S4_2034,Use,18,Unknown
2036,BEV_S4_2035,Use,2,Unknown
2036,BEV_S4_2036,Use,10,Unknown
2036,BEV_S3_2027,Use,59,Unknown
2036,BEV_S3_2028,Use,27,Unknown
2036,BEV_S3_2029,Use,25,Unknown
2036,BEV_S3_2030,Use,11,Unknown
2036,BEV_S3_2031,Use,35,Unknown
2036,BEV_S3_2032,Use,27,Unknown
2036,BEV_S3_2033,Use,22,Unknown
2036,BEV_S3_2034,Use,43,Unknown
2036,BEV_S3_2035,Use,74,Unknown
2036,BEV_S3_2036,Use,23,Unknown
2036,Diesel_S1_2027,Use,6,Unknown
2036,Diesel_S1_2028,Use,46,Unknown
2036,Diesel_S1_2029,Use,13,Unknown
2036,Diesel_S1_2030,Use,29,Unknown
2036,Diesel_S1_2031,Use,51,Unknown
2036,Diesel_S1_2032,Use,37,Unknown
2036,Diesel_S1_2033,Use,14,Unknown
2036,Diesel_S1_2034,Use,23,Unknown
2036,Diesel_S1_2035,Use,15,Unknown
2036,Diesel_S1_2036,Use,50,Unknown
2036,Diesel_S2_2027,Use,12,Unknown
2036,Diesel_S2_2028,Use,14,Unknown
2036,Diesel_S2_2029,Use,16,Unknown
2036,Diesel_S2_2030,Use,8,Unknown
2036,Diesel_S2_2031,Use,37,Unknown
2036,Diesel_S2_2032,Use,79,Unknown
2036,Diesel_S2_2033,Use,36,Unknown
2036,Diesel_S2_2034,Use,45,Unknown
2036,Diesel_S2_2035,Use,22,Unknown
2036,Diesel_S2_2036,Use,46,Unknown
2036,Diesel_S4_2027,Use,22,Unknown
2036,Diesel_S4_2028,Use,27,Unknown
2036,Diesel_S4_2029,Use,11,Unknown
2036,Diesel_S4_2030,Use,2,Unknown
2036,Diesel_S4_2031,Use,45,Unknown
2036,Diesel_S4_2032,Use,3,Unknown
2036,Diesel_S4_2033,Use,25,Unknown
2036,Diesel_S4_2034,Use,50,Unknown
2036,Diesel_S4_2035,Use,28,Unknown
2036,Diesel_S4_2036,Use,75,Unknown
2036,Diesel_S3_2027,Use,5,Unknown
2036,Diesel_S3_2028,Use,3,Unknown
2036,Diesel_S3_2029,Use,23,Unknown
2036,Diesel_S3_2030,Use,44,Unknown
2036,Diesel_S3_2031,Use,23,Unknown
2036,Diesel_S3_2032,Use,20,Unknown
2036,Diesel_S3_2033,Use,3,Unknown
2036,Diesel_S3_2034,Use,3,Unknown
2036,Diesel_S3_2035,Use,7,Unknown
2036,Diesel_S3_2036,Use,7,Unknown
2036,LNG_S1_2027,Use,37,Unknown
2036,LNG_S1_2028,Use,41,Unknown
2036,LNG_S1_2029,Use,55,Unknown
2036,LNG_S1_2030,Use,40,Unknown
2036,LNG_S1_2031,Use,28,Unknown
2036,LNG_S1_2032,Use,47,Unknown
2036,LNG_S1_2033,Use,46,Unknown
2036,LNG_S1_2034,Use,14,Unknown
2036,LNG_S1_2035,Use,33,Unknown
2036,LNG_S1_2036,Use,38,Unknown
2036,LNG_S2_2027,Use,3,Unknown
2036,LNG_S2_2028,Use,17,Unknown
2036,LNG_S2_2029,Use,5,Unknown
2036,LNG_S2_2030,Use,7,Unknown
2036,LNG_S2_2031,Use,10,Unknown
2036,LNG_S2_2032,Use,5,Unknown
2036,LNG_S2_2033,Use,18,Unknown
2036,LNG_S2_2034,Use,10,Unknown
2036,LNG_S2_2035,Use,54,Unknown
2036,LNG_S2_2036,Use,12,Unknown
2036,LNG_S4_2027,Use,7,Unknown
2036,LNG_S4_2029,Use,69,Unknown
2036,LNG_S4_2030,Use,19,Unknown
2036,LNG_S4_2031,Use,3,Unknown
2036,LNG_S4_2032,Use,37,Unknown
2036,LNG_S4_2033,Use,11,Unknown
2036,LNG_S4_2034,Use,9,Unknown
2036,LNG_S4_2035,Use,52,Unknown
2036,LNG_S4_2036,Use,42,Unknown
2036,LNG_S3_2027,Use,12,Unknown
2036,LNG_S3_2028,Use,39,Unknown
2036,LNG_S3_2029,Use,69,Unknown
2036,LNG_S3_2030,Use,29,Unknown
2036,LNG_S3_2031,Use,28,Unknown
2036,LNG_S3_2032,Use,19,Unknown
2036,LNG_S3_2033,Use,82,Unknown
2036,LNG_S3_2034,Use,93,Unknown
2036,LNG_S3_2035,Use,3,Unknown
2036,LNG_S3_2036,Use,68,Unknown
2037,BEV_S1_2028,Use,65,Unknown
2037,BEV_S1_2029,Use,24,Unknown
2037,BEV_S1_2030,Use,48,Unknown
2037,BEV_S1_2031,Use,43,Unknown
2037,BEV_S1_2032,Use,24,Unknown
2037,BEV_S1_2033,Use,86,Unknown
2037,BEV_S1_2034,Use,50,Unknown
2037,BEV_S1_2035,Use,85,Unknown
2037,BEV_S1_2036,Use,6,Unknown
2037,BEV_S1_2037,Use,92,Unknown
2037,BEV_S2_2028,Use,97,Unknown
2037,BEV_S2_2029,Use,58,Unknown
2037,BEV_S2_2030,Use,72,Unknown
2037,BEV_S2_2031,Use,90,Unknown
2037,BEV_S2_2032,Use,15,Unknown
2037,BEV_S2_2033,Use,3,Unknown
2037,BEV_S2_2034,Use,1,Unknown
2037,BEV_S2_2035,Use,93,Unknown
2037,BEV_S2_2036,Use,10,Unknown
2037,BEV_S2_2037,Use,56,Unknown
2037,BEV_S4_2028,Use,19,Unknown
2037,BEV_S4_2029,Use,23,Unknown
2037,BEV_S4_2030,Use,28,Unknown
2037,BEV_S4_2031,Use,8,Unknown
2037,BEV_S4_2032,Use,67,Unknown
2037,BEV_S4_2033,Use,13,Unknown
2037,BEV_S4_2034,Use,18,Unknown
2037,BEV_S4_2035,Use,2,Unknown
2037,BEV_S4_2036,Use,10,Unknown
2037,BEV_S4_2037,Use,3,Unknown
2037,BEV_S3_2028,Use,27,Unknown
2037,BEV_S3_2029,Use,25,Unknown
2037,BEV_S3_2030,Use,11,Unknown
2037,BEV_S3_2031,Use,35,Unknown
2037,BEV_S3_2032,Use,27,Unknown
2037,BEV_S3_2033,Use,22,Unknown
2037,BEV_S3_2034,Use,43,Unknown
2037,BEV_S3_2035,Use,74,Unknown
2037,BEV_S3_2036,Use,23,Unknown
2037,BEV_S3_2037,Use,56,Unknown
2037,Diesel_S1_2028,Use,46,Unknown
2037,Diesel_S1_2029,Use,13,Unknown
2037,Diesel_S1_2030,Use,29,Unknown
2037,Diesel_S1_2031,Use,51,Unknown
2037,Diesel_S1_2032,Use,37,Unknown
2037,Diesel_S1_2033,Use,14,Unknown
2037,Diesel_S1_2034,Use,23,Unknown
2037,Diesel_S1_2035,Use,15,Unknown
2037,Diesel_S1_2036,Use,50,Unknown
2037,Diesel_S1_2037,Use,8,Unknown
2037,Diesel_S2_2028,Use,14,Unknown
2037,Diesel_S2_2029,Use,16,Unknown
2037,Diesel_S2_2030,Use,8,Unknown
2037,Diesel_S2_2031,Use,37,Unknown
2037,Diesel_S2_2032,Use,79,Unknown
2037,Diesel_S2_2033,Use,36,Unknown
2037,Diesel_S2_2034,Use,45,Unknown
2037,Diesel_S2_2035,Use,22,Unknown
2037,Diesel_S2_2036,Use,46,Unknown
2037,Diesel_S2_2037,Use,31,Unknown
2037,Diesel_S4_2028,Use,27,Unknown
2037,Diesel_S4_2029,Use,11,Unknown
2037,Diesel_S4_2030,Use,2,Unknown
2037,Diesel_S4_2031,Use,45,Unknown
2037,Diesel_S4_2032,Use,3,Unknown
2037,Diesel_S4_2033,Use,25,Unknown
2037,Diesel_S4_2034,Use,50,Unknown
2037,Diesel_S4_2035,Use,28,Unknown
2037,Diesel_S4_2036,Use,75,Unknown
2037,Diesel_S4_2037,Use,62,Unknown
2037,Diesel_S3_2028,Use,3,Unknown
2037,Diesel_S3_2029,Use,23,Unknown
2037,Diesel_S3_2030,Use,44,Unknown
2037,Diesel_S3_2031,Use,23,Unknown
2037,Diesel_S3_2032,Use,20,Unknown
2037,Diesel_S3_2033,Use,3,Unknown
2037,Diesel_S3_2034,Use,3,Unknown
2037,Diesel_S3_2035,Use,7,Unknown
2037,Diesel_S3_2036,Use,7,Unknown
2037,Diesel_S3_2037,Use,67,Unknown
2037,LNG_S1_2028,Use,41,Unknown
2037,LNG_S1_2029,Use,55,Unknown
2037,LNG_S1_2030,Use,40,Unknown
2037,LNG_S1_2031,Use,28,Unknown
2037,LNG_S1_2032,Use,47,Unknown
2037,LNG_S1_2033,Use,46,Unknown
2037,LNG_S1_2034,Use,14,Unknown
2037,LNG_S1_2035,Use,33,Unknown
2037,LNG_S1_2036,Use,38,Unknown
2037,LNG_S1_2037,Use,36,Unknown
2037,LNG_S2_2028,Use,17,Unknown
2037,LNG_S2_2029,Use,5,Unknown
2037,LNG_S2_2030,Use,7,Unknown
2037,LNG_S2_2031,Use,10,Unknown
2037,LNG_S2_2032,Use,5,Unknown
2037,LNG_S2_2033,Use,18,Unknown
2037,LNG_S2_2034,Use,10,Unknown
2037,LNG_S2_2035,Use,54,Unknown
2037,LNG_S2_2036,Use,12,Unknown
2037,LNG_S2_2037,Use,3,Unknown
2037,LNG_S4_2029,Use,69,Unknown
2037,LNG_S4_2030,Use,19,Unknown
2037,LNG_S4_2031,Use,3,Unknown
2037,LNG_S4_2032,Use,37,Unknown
2037,LNG_S4_2033,Use,11,Unknown
2037,LNG_S4_2034,Use,9,Unknown
2037,LNG_S4_2035,Use,52,Unknown
2037,LNG_S4_2036,Use,42,Unknown
2037,LNG_S4_2037,Use,61,Unknown
2037,LNG_S3_2028,Use,39,Unknown
2037,LNG_S3_2029,Use,69,Unknown
2037,LNG_S3_2030,Use,29,Unknown
2037,LNG_S3_2031,Use,28,Unknown
2037,LNG_S3_2032,Use,19,Unknown
2037,LNG_S3_2033,Use,82,Unknown
2037,LNG_S3_2034,Use,93,Unknown
2037,LNG_S3_2035,Use,3,Unknown
2037,LNG_S3_2036,Use,68,Unknown
2037,LNG_S3_2037,Use,75,Unknown
2038,BEV_S1_2029,Use,24,Unknown
2038,BEV_S1_2030,Use,48,Unknown
2038,BEV_S1_2031,Use,43,Unknown
2038,BEV_S1_2032,Use,24,Unknown
2038,BEV_S1_2033,Use,86,Unknown
2038,BEV_S1_2034,Use,50,Unknown
2038,BEV_S1_2035,Use,85,Unknown
2038,BEV_S1_2036,Use,6,Unknown
2038,BEV_S1_2037,Use,92,Unknown
2038,BEV_S1_2038,Use,63,Unknown
2038,BEV_S2_2029,Use,58,Unknown
2038,BEV_S2_2030,Use,72,Unknown
2038,BEV_S2_2031,Use,90,Unknown
2038,BEV_S2_2032,Use,15,Unknown
2038,BEV_S2_2033,Use,3,Unknown
2038,BEV_S2_2034,Use,1,Unknown
2038,BEV_S2_2035,Use,93,Unknown
2038,BEV_S2_2036,Use,10,Unknown
2038,BEV_S2_2037,Use,56,Unknown
2038,BEV_S2_2038,Use,5,Unknown
2038,BEV_S4_2029,Use,23,Unknown
2038,BEV_S4_2030,Use,28,Unknown
2038,BEV_S4_2031,Use,8,Unknown
2038,BEV_S4_2032,Use,67,Unknown
2038,BEV_S4_2033,Use,13,Unknown
2038,BEV_S4_2034,Use,18,Unknown
2038,BEV_S4_2035,Use,2,Unknown
2038,BEV_S4_2036,Use,10,Unknown
2038,BEV_S4_2037,Use,3,Unknown
2038,BEV_S4_2038,Use,88,Unknown
2038,BEV_S3_2029,Use,25,Unknown
2038,BEV_S3_2030,Use,11,Unknown
2038,BEV_S3_2031,Use,35,Unknown
2038,BEV_S3_2032,Use,27,Unknown
2038,BEV_S3_2033,Use,22,Unknown
2038,BEV_S3_2034,Use,43,Unknown
2038,BEV_S3_2035,Use,74,Unknown
2038,BEV_S3_2036,Use,23,Unknown
2038,BEV_S3_2037,Use,56,Unknown
2038,BEV_S3_2038,Use,2,Unknown
2038,Diesel_S1_2029,Use,13,Unknown
2038,Diesel_S1_2030,Use,29,Unknown
2038,Diesel_S1_2031,Use,51,Unknown
2038,Diesel_S1_2032,Use,37,Unknown
2038,Diesel_S1_2033,Use,14,Unknown
2038,Diesel_S1_2034,Use,23,Unknown
2038,Diesel_S1_2035,Use,15,Unknown
2038,Diesel_S1_2036,Use,50,Unknown
2038,Diesel_S1_2037,Use,8,Unknown
2038,Diesel_S1_2038,Use,70,Unknown
2038,Diesel_S2_2029,Use,16,Unknown
2038,Diesel_S2_2030,Use,8,Unknown
2038,Diesel_S2_2031,Use,37,Unknown
2038,Diesel_S2_2032,Use,79,Unknown
2038,Diesel_S2_2033,Use,36,Unknown
2038,Diesel_S2_2034,Use,45,Unknown
2038,Diesel_S2_2035,Use,22,Unknown
2038,Diesel_S2_2036,Use,46,Unknown
2038,Diesel_S2_2037,Use,31,Unknown
2038,Diesel_S2_2038,Use,61,Unknown
2038,Diesel_S4_2029,Use,11,Unknown
2038,Diesel_S4_2030,Use,2,Unknown
2038,Diesel_S4_2031,Use,45,Unknown
2038,Diesel_S4_2032,Use,3,Unknown
2038,Diesel_S4_2033,Use,25,Unknown
2038,Diesel_S4_2034,Use,50,Unknown
2038,Diesel_S4_2035,Use,28,Unknown
2038,Diesel_S4_2036,Use,75,Unknown
2038,Diesel_S4_2037,Use,62,Unknown
2038,Diesel_S4_2038,Use,6,Unknown
2038,Diesel_S3_2029,Use,23,Unknown
2038,Diesel_S3_2030,Use,44,Unknown
2038,Diesel_S3_2031,Use,23,Unknown
2038,Diesel_S3_2032,Use,20,Unknown
2038,Diesel_S3_2033,Use,3,Unknown
2038,Diesel_S3_2034,Use,3,Unknown
2038,Diesel_S3_2035,Use,7,Unknown
2038,Diesel_S3_2036,Use,7,Unknown
2038,Diesel_S3_2037,Use,67,Unknown
2038,Diesel_S3_2038,Use,49,Unknown
2038,LNG_S1_2029,Use,55,Unknown
2038,LNG_S1_2030,Use,40,Unknown
2038,LNG_S1_2031,Use,28,Unknown
2038,LNG_S1_2032,Use,47,Unknown
2038,LNG_S1_2033,Use,46,Unknown
2038,LNG_S1_2034,Use,14,Unknown
2038,LNG_S1_2035,Use,33,Unknown
2038,LNG_S1_2036,Use,38,Unknown
2038,LNG_S1_2037,Use,36,Unknown
2038,LNG_S1_2038,Use,98,Unknown
2038,LNG_S2_2029,Use,5,Unknown
2038,LNG_S2_2030,Use,7,Unknown
2038,LNG_S2_2031,Use,10,Unknown
2038,LNG_S2_2032,Use,5,Unknown
2038,LNG_S2_2033,Use,18,Unknown
2038,LNG_S2_2034,Use,10,Unknown
2038,LNG_S2_2035,Use,54,Unknown
2038,LNG_S2_2036,Use,12,Unknown
2038,LNG_S2_2037,Use,3,Unknown
2038,LNG_S2_2038,Use,48,Unknown
2038,LNG_S4_2029,Use,69,Unknown
2038,LNG_S4_2030,Use,19,Unknown
2038,LNG_S4_2031,Use,3,Unknown
2038,LNG_S4_2032,Use,37,Unknown
2038,LNG_S4_2033,Use,11,Unknown
2038,LNG_S4_2034,Use,9,Unknown
2038,LNG_S4_2035,Use,52,Unknown
2038,LNG_S4_2036,Use,42,Unknown
2038,LNG_S4_2037,Use,61,Unknown
2038,LNG_S4_2038,Use,89,Unknown
2038,LNG_S3_2029,Use,69,Unknown
2038,LNG_S3_2030,Use,29,Unknown
2038,LNG_S3_2031,Use,28,Unknown
2038,LNG_S3_2032,Use,19,Unknown
2038,LNG_S3_2033,Use,82,Unknown
2038,LNG_S3_2034,Use,93,Unknown
2038,LNG_S3_2035,Use,3,Unknown
2038,LNG_S3_2036,Use,68,Unknown
2038,LNG_S3_2037,Use,75,Unknown
2038,LNG_S3_2038,Use,16,Unknown
