Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Topsis_Score,Rank,Distance,Num_Vehicles,Type
2026,S3,,219181,Diesel_S3_2026,,,,,,HVO,,,,,,,D4,3.0,Use
2026,S4,,15916,LNG_S4_2026,,,,,,BioLNG,,,,,,,D1,0.0,Use
2026,S4,,794430,LNG_S4_2026,,,,,,BioLNG,,,,,,,D2,6.0,Use
2026,S4,,126715,Diesel_S4_2026,,,,,,HVO,,,,,,,D3,1.0,Use
2026,S4,,1989,Diesel_S4_2026,,,,,,HVO,,,,,,,D4,0.0,Use
2027,S1,,923004,LNG_S1_2027,,,,,,BioLNG,,,,,,,D1,9.0,Use
2027,S1,,3023153,LNG_S1_2027,,,,,,BioLNG,,,,,,,D2,29.0,Use
2027,S1,,3581681,Diesel_S1_2027,,,,,,HVO,,,,,,,D3,35.0,Use
2027,S1,,467174,Diesel_S1_2027,,,,,,HVO,,,,,,,D4,4.0,Use
2027,S2,,1114957,LNG_S2_2027,,,,,,BioLNG,,,,,,,D1,10.0,Use
2027,S2,,1480077,LNG_S2_2027,,,,,,BioLNG,,,,,,,D2,13.0,Use
2027,S2,,862851,Diesel_S2_2027,,,,,,HVO,,,,,,,D3,8.0,Use
2027,S2,,146448,Diesel_S2_2027,,,,,,HVO,,,,,,,D4,1.0,Use
2027,S3,,2381369,LNG_S3_2027,,,,,,BioLNG,,,,,,,D1,32.0,Use
2027,S3,,2591566,LNG_S3_2027,,,,,,BioLNG,,,,,,,D2,35.0,Use
2027,S3,,1137494,Diesel_S3_2027,,,,,,HVO,,,,,,,D3,15.0,Use
2027,S3,,224937,Diesel_S3_2027,,,,,,HVO,,,,,,,D4,3.0,Use
2027,S4,,16532,LNG_S4_2027,,,,,,BioLNG,,,,,,,D1,0.0,Use
2027,S4,,829347,LNG_S4_2027,,,,,,BioLNG,,,,,,,D2,7.0,Use
2027,S4,,129765,Diesel_S4_2027,,,,,,HVO,,,,,,,D3,1.0,Use
2027,S4,,2019,Diesel_S4_2027,,,,,,HVO,,,,,,,D4,0.0,Use
2028,S1,,968137,LNG_S1_2028,,,,,,BioLNG,,,,,,,D1,9.0,Use
2028,S1,,3114155,LNG_S1_2028,,,,,,BioLNG,,,,,,,D2,30.0,Use
2028,S1,,3731269,Diesel_S1_2028,,,,,,HVO,,,,,,,D3,36.0,Use
2028,S1,,469168,Diesel_S1_2028,,,,,,HVO,,,,,,,D4,4.0,Use
2028,S2,,1142178,LNG_S2_2028,,,,,,BioLNG,,,,,,,D1,10.0,Use
2028,S2,,1546703,LNG_S2_2028,,,,,,BioLNG,,,,,,,D2,14.0,Use
2028,S2,,902415,Diesel_S2_2028,,,,,,HVO,,,,,,,D3,8.0,Use
2028,S2,,148036,Diesel_S2_2028,,,,,,HVO,,,,,,,D4,1.0,Use
2028,S3,,2448472,LNG_S3_2028,,,,,,BioLNG,,,,,,,D1,33.0,Use
2028,S3,,2667924,LNG_S3_2028,,,,,,BioLNG,,,,,,,D2,36.0,Use
2028,S3,,1155329,Diesel_S3_2028,,,,,,HVO,,,,,,,D3,15.0,Use
2028,S3,,233462,Diesel_S3_2028,,,,,,HVO,,,,,,,D4,3.0,Use
2028,S4,,16863,LNG_S4_2028,,,,,,BioLNG,,,,,,,D1,0.0,Use
2028,S4,,851953,LNG_S4_2028,,,,,,BioLNG,,,,,,,D2,7.0,Use
2028,S4,,133929,Diesel_S4_2028,,,,,,HVO,,,,,,,D3,1.0,Use
2028,S4,,2066,Diesel_S4_2028,,,,,,HVO,,,,,,,D4,0.0,Use
2029,S1,,1009629,LNG_S1_2029,,,,,,BioLNG,,,,,,,D1,9.0,Use
2029,S1,,3188349,LNG_S1_2029,,,,,,BioLNG,,,,,,,D2,31.0,Use
2029,S1,,3892298,LNG_S1_2029,,,,,,BioLNG,,,,,,,D3,38.0,Use
2029,S1,,484671,Diesel_S1_2029,,,,,,HVO,,,,,,,D4,4.0,Use
2029,S2,,1173616,LNG_S2_2029,,,,,,BioLNG,,,,,,,D1,11.0,Use
2029,S2,,1608555,LNG_S2_2029,,,,,,BioLNG,,,,,,,D2,15.0,Use
2029,S2,,916617,LNG_S2_2029,,,,,,BioLNG,,,,,,,D3,8.0,Use
2029,S2,,148322,Diesel_S2_2029,,,,,,HVO,,,,,,,D4,1.0,Use
2029,S3,,2497153,LNG_S3_2029,,,,,,BioLNG,,,,,,,D1,34.0,Use
2029,S3,,2795108,LNG_S3_2029,,,,,,BioLNG,,,,,,,D2,38.0,Use
2029,S3,,1175528,LNG_S3_2029,,,,,,BioLNG,,,,,,,D3,16.0,Use
2029,S3,,234155,Diesel_S3_2029,,,,,,HVO,,,,,,,D4,3.0,Use
2029,S4,,17544,LNG_S4_2029,,,,,,BioLNG,,,,,,,D1,0.0,Use
2029,S4,,885863,LNG_S4_2029,,,,,,BioLNG,,,,,,,D2,7.0,Use
2029,S4,,135803,LNG_S4_2029,,,,,,BioLNG,,,,,,,D3,1.0,Use
2029,S4,,2113,Diesel_S4_2029,,,,,,HVO,,,,,,,D4,0.0,Use
2030,S1,,1009798,BEV_S1_2030,,,,,,Electricity,,,,,,,D1,9.0,Use
2030,S1,,3285854,BEV_S1_2030,,,,,,Electricity,,,,,,,D2,32.0,Use
2030,S1,,3959514,BEV_S1_2030,,,,,,Electricity,,,,,,,D3,38.0,Use
2030,S1,,496273,Diesel_S1_2030,,,,,,HVO,,,,,,,D4,4.0,Use
2030,S2,,1231293,LNG_S2_2030,,,,,,BioLNG,,,,,,,D1,11.0,Use
2030,S2,,1624238,LNG_S2_2030,,,,,,BioLNG,,,,,,,D2,15.0,Use
2030,S2,,931478,LNG_S2_2030,,,,,,BioLNG,,,,,,,D3,8.0,Use
2030,S2,,155565,Diesel_S2_2030,,,,,,HVO,,,,,,,D4,1.0,Use
2030,S3,,2518188,LNG_S3_2030,,,,,,BioLNG,,,,,,,D1,34.0,Use
2030,S3,,2800498,LNG_S3_2030,,,,,,BioLNG,,,,,,,D2,38.0,Use
2030,S3,,1216569,LNG_S3_2030,,,,,,BioLNG,,,,,,,D3,16.0,Use
2030,S3,,240767,Diesel_S3_2030,,,,,,HVO,,,,,,,D4,3.0,Use
2030,S4,,18168,LNG_S4_2030,,,,,,BioLNG,,,,,,,D1,0.0,Use
2030,S4,,919290,LNG_S4_2030,,,,,,BioLNG,,,,,,,D2,7.0,Use
2030,S4,,136344,LNG_S4_2030,,,,,,BioLNG,,,,,,,D3,1.0,Use
2030,S4,,2114,Diesel_S4_2030,,,,,,HVO,,,,,,,D4,0.0,Use
2031,S1,,1042251,BEV_S1_2031,,,,,,Electricity,,,,,,,D1,10.0,Use
2031,S1,,3310718,BEV_S1_2031,,,,,,Electricity,,,,,,,D2,32.0,Use
2031,S1,,4061449,BEV_S1_2031,,,,,,Electricity,,,,,,,D3,39.0,Use
2031,S1,,518651,Diesel_S1_2031,,,,,,HVO,,,,,,,D4,5.0,Use
2031,S2,,1240402,LNG_S2_2031,,,,,,BioLNG,,,,,,,D1,11.0,Use
2031,S2,,1689196,LNG_S2_2031,,,,,,BioLNG,,,,,,,D2,15.0,Use
2031,S2,,943472,LNG_S2_2031,,,,,,BioLNG,,,,,,,D3,8.0,Use
2031,S2,,161977,Diesel_S2_2031,,,,,,HVO,,,,,,,D4,1.0,Use
2031,S3,,2619164,LNG_S3_2031,,,,,,BioLNG,,,,,,,D1,35.0,Use
2031,S3,,2814164,LNG_S3_2031,,,,,,BioLNG,,,,,,,D2,38.0,Use
2031,S3,,1234148,LNG_S3_2031,,,,,,BioLNG,,,,,,,D3,16.0,Use
2031,S3,,242813,Diesel_S3_2031,,,,,,HVO,,,,,,,D4,3.0,Use
2031,S4,,18747,LNG_S4_2031,,,,,,BioLNG,,,,,,,D1,0.0,Use
2031,S4,,941960,LNG_S4_2031,,,,,,BioLNG,,,,,,,D2,7.0,Use
2031,S4,,139696,LNG_S4_2031,,,,,,BioLNG,,,,,,,D3,1.0,Use
2031,S4,,2198,Diesel_S4_2031,,,,,,HVO,,,,,,,D4,0.0,Use
2032,S1,,1069740,BEV_S1_2032,,,,,,Electricity,,,,,,,D1,10.0,Use
2032,S1,,3430934,BEV_S1_2032,,,,,,Electricity,,,,,,,D2,33.0,Use
2032,S1,,4237026,BEV_S1_2032,,,,,,Electricity,,,,,,,D3,41.0,Use
2032,S1,,542921,BEV_S1_2032,,,,,,Electricity,,,,,,,D4,5.0,Use
2032,S2,,1257890,LNG_S2_2032,,,,,,BioLNG,,,,,,,D1,11.0,Use
2032,S2,,1759215,LNG_S2_2032,,,,,,BioLNG,,,,,,,D2,16.0,Use
2032,S2,,980430,LNG_S2_2032,,,,,,BioLNG,,,,,,,D3,9.0,Use
2032,S2,,163126,LNG_S2_2032,,,,,,BioLNG,,,,,,,D4,1.0,Use
2032,S3,,2708133,LNG_S3_2032,,,,,,BioLNG,,,,,,,D1,37.0,Use
2032,S3,,2863674,LNG_S3_2032,,,,,,BioLNG,,,,,,,D2,39.0,Use
2032,S3,,1254261,LNG_S3_2032,,,,,,BioLNG,,,,,,,D3,17.0,Use
2032,S3,,250479,LNG_S3_2032,,,,,,BioLNG,,,,,,,D4,3.0,Use
2032,S4,,19298,LNG_S4_2032,,,,,,BioLNG,,,,,,,D1,0.0,Use
2032,S4,,967461,LNG_S4_2032,,,,,,BioLNG,,,,,,,D2,8.0,Use
2032,S4,,141391,LNG_S4_2032,,,,,,BioLNG,,,,,,,D3,1.0,Use
2032,S4,,2230,LNG_S4_2032,,,,,,BioLNG,,,,,,,D4,0.0,Use
2033,S1,,1070915,BEV_S1_2033,,,,,,Electricity,,,,,,,D1,10.0,Use
2033,S1,,3491886,BEV_S1_2033,,,,,,Electricity,,,,,,,D2,34.0,Use
2033,S1,,4290083,BEV_S1_2033,,,,,,Electricity,,,,,,,D3,42.0,Use
2033,S1,,563313,BEV_S1_2033,,,,,,Electricity,,,,,,,D4,5.0,Use
2033,S2,,1283026,BEV_S2_2033,,,,,,Electricity,,,,,,,D1,12.0,Use
2033,S2,,1790314,BEV_S2_2033,,,,,,Electricity,,,,,,,D2,16.0,Use
2033,S2,,1007259,BEV_S2_2033,,,,,,Electricity,,,,,,,D3,9.0,Use
2033,S2,,168141,BEV_S2_2033,,,,,,Electricity,,,,,,,D4,1.0,Use
2033,S3,,2820991,BEV_S3_2033,,,,,,Electricity,,,,,,,D1,38.0,Use
2033,S3,,2974170,BEV_S3_2033,,,,,,Electricity,,,,,,,D2,40.0,Use
2033,S3,,1270139,BEV_S3_2033,,,,,,Electricity,,,,,,,D3,17.0,Use
2033,S3,,262313,BEV_S3_2033,,,,,,Electricity,,,,,,,D4,3.0,Use
2033,S4,,19951,BEV_S4_2033,,,,,,Electricity,,,,,,,D1,0.0,Use
2033,S4,,1013174,BEV_S4_2033,,,,,,Electricity,,,,,,,D2,8.0,Use
2033,S4,,146270,BEV_S4_2033,,,,,,Electricity,,,,,,,D3,1.0,Use
2033,S4,,2236,BEV_S4_2033,,,,,,Electricity,,,,,,,D4,0.0,Use
2034,S1,,1080198,BEV_S1_2034,,,,,,Electricity,,,,,,,D1,10.0,Use
2034,S1,,3606840,BEV_S1_2034,,,,,,Electricity,,,,,,,D2,35.0,Use
2034,S1,,4474763,BEV_S1_2034,,,,,,Electricity,,,,,,,D3,43.0,Use
2034,S1,,575445,BEV_S1_2034,,,,,,Electricity,,,,,,,D4,5.0,Use
2034,S2,,1344795,BEV_S2_2034,,,,,,Electricity,,,,,,,D1,12.0,Use
2034,S2,,1869435,BEV_S2_2034,,,,,,Electricity,,,,,,,D2,17.0,Use
2034,S2,,1043936,BEV_S2_2034,,,,,,Electricity,,,,,,,D3,9.0,Use
2034,S2,,169472,BEV_S2_2034,,,,,,Electricity,,,,,,,D4,1.0,Use
2034,S3,,2832153,BEV_S3_2034,,,,,,Electricity,,,,,,,D1,38.0,Use
2034,S3,,3096840,BEV_S3_2034,,,,,,Electricity,,,,,,,D2,42.0,Use
2034,S3,,1320768,BEV_S3_2034,,,,,,Electricity,,,,,,,D3,18.0,Use
2034,S3,,273053,BEV_S3_2034,,,,,,Electricity,,,,,,,D4,3.0,Use
2034,S4,,20807,BEV_S4_2034,,,,,,Electricity,,,,,,,D1,0.0,Use
2034,S4,,1057133,BEV_S4_2034,,,,,,Electricity,,,,,,,D2,8.0,Use
2034,S4,,146333,BEV_S4_2034,,,,,,Electricity,,,,,,,D3,1.0,Use
2034,S4,,2280,BEV_S4_2034,,,,,,Electricity,,,,,,,D4,0.0,Use
2035,S1,,1106719,BEV_S1_2035,,,,,,Electricity,,,,,,,D1,10.0,Use
2035,S1,,3746146,BEV_S1_2035,,,,,,Electricity,,,,,,,D2,36.0,Use
2035,S1,,4476447,BEV_S1_2035,,,,,,Electricity,,,,,,,D3,43.0,Use
2035,S1,,588196,BEV_S1_2035,,,,,,Electricity,,,,,,,D4,5.0,Use
2035,S2,,1350533,BEV_S2_2035,,,,,,Electricity,,,,,,,D1,12.0,Use
2035,S2,,1934621,BEV_S2_2035,,,,,,Electricity,,,,,,,D2,18.0,Use
2035,S2,,1053870,BEV_S2_2035,,,,,,Electricity,,,,,,,D3,9.0,Use
2035,S2,,176929,BEV_S2_2035,,,,,,Electricity,,,,,,,D4,1.0,Use
2035,S3,,2908543,BEV_S3_2035,,,,,,Electricity,,,,,,,D1,39.0,Use
2035,S3,,3247401,BEV_S3_2035,,,,,,Electricity,,,,,,,D2,44.0,Use
2035,S3,,1360337,BEV_S3_2035,,,,,,Electricity,,,,,,,D3,18.0,Use
2035,S3,,274741,BEV_S3_2035,,,,,,Electricity,,,,,,,D4,3.0,Use
2035,S4,,21666,BEV_S4_2035,,,,,,Electricity,,,,,,,D1,0.0,Use
2035,S4,,1107787,BEV_S4_2035,,,,,,Electricity,,,,,,,D2,9.0,Use
2035,S4,,147590,BEV_S4_2035,,,,,,Electricity,,,,,,,D3,1.0,Use
2035,S4,,2369,BEV_S4_2035,,,,,,Electricity,,,,,,,D4,0.0,Use
2036,S1,,1143702,BEV_S1_2036,,,,,,Electricity,,,,,,,D1,11.0,Use
2036,S1,,3821393,BEV_S1_2036,,,,,,Electricity,,,,,,,D2,37.0,Use
2036,S1,,4599217,BEV_S1_2036,,,,,,Electricity,,,,,,,D3,45.0,Use
2036,S1,,602557,BEV_S1_2036,,,,,,Electricity,,,,,,,D4,5.0,Use
2036,S2,,1388729,BEV_S2_2036,,,,,,Electricity,,,,,,,D1,13.0,Use
2036,S2,,1982301,BEV_S2_2036,,,,,,Electricity,,,,,,,D2,18.0,Use
2036,S2,,1103197,BEV_S2_2036,,,,,,Electricity,,,,,,,D3,10.0,Use
2036,S2,,180140,BEV_S2_2036,,,,,,Electricity,,,,,,,D4,1.0,Use
2036,S3,,2983351,BEV_S3_2036,,,,,,Electricity,,,,,,,D1,40.0,Use
2036,S3,,3269872,BEV_S3_2036,,,,,,Electricity,,,,,,,D2,44.0,Use
2036,S3,,1377326,BEV_S3_2036,,,,,,Electricity,,,,,,,D3,18.0,Use
2036,S3,,280914,BEV_S3_2036,,,,,,Electricity,,,,,,,D4,3.0,Use
2036,S4,,22740,BEV_S4_2036,,,,,,Electricity,,,,,,,D1,0.0,Use
2036,S4,,1134238,BEV_S4_2036,,,,,,Electricity,,,,,,,D2,9.0,Use
2036,S4,,151090,BEV_S4_2036,,,,,,Electricity,,,,,,,D3,1.0,Use
2036,S4,,2412,BEV_S4_2036,,,,,,Electricity,,,,,,,D4,0.0,Use
2037,S1,,1196265,BEV_S1_2037,,,,,,Electricity,,,,,,,D1,11.0,Use
2037,S1,,3953052,BEV_S1_2037,,,,,,Electricity,,,,,,,D2,38.0,Use
2037,S1,,4663966,BEV_S1_2037,,,,,,Electricity,,,,,,,D3,45.0,Use
2037,S1,,630092,BEV_S1_2037,,,,,,Electricity,,,,,,,D4,6.0,Use
2037,S2,,1402031,BEV_S2_2037,,,,,,Electricity,,,,,,,D1,13.0,Use
2037,S2,,2079105,BEV_S2_2037,,,,,,Electricity,,,,,,,D2,19.0,Use
2037,S2,,1131832,BEV_S2_2037,,,,,,Electricity,,,,,,,D3,10.0,Use
2037,S2,,186733,BEV_S2_2037,,,,,,Electricity,,,,,,,D4,1.0,Use
2037,S3,,3128820,BEV_S3_2037,,,,,,Electricity,,,,,,,D1,42.0,Use
2037,S3,,3274991,BEV_S3_2037,,,,,,Electricity,,,,,,,D2,44.0,Use
2037,S3,,1384988,BEV_S3_2037,,,,,,Electricity,,,,,,,D3,18.0,Use
2037,S3,,292856,BEV_S3_2037,,,,,,Electricity,,,,,,,D4,4.0,Use
2037,S4,,23254,BEV_S4_2037,,,,,,Electricity,,,,,,,D1,0.0,Use
2037,S4,,1146520,BEV_S4_2037,,,,,,Electricity,,,,,,,D2,9.0,Use
2037,S4,,156518,BEV_S4_2037,,,,,,Electricity,,,,,,,D3,1.0,Use
2037,S4,,2414,BEV_S4_2037,,,,,,Electricity,,,,,,,D4,0.0,Use
2038,S1,,1254358,BEV_S1_2038,,,,,,Electricity,,,,,,,D1,12.0,Use
2038,S1,,3994169,BEV_S1_2038,,,,,,Electricity,,,,,,,D2,39.0,Use
2038,S1,,4847871,BEV_S1_2038,,,,,,Electricity,,,,,,,D3,47.0,Use
2038,S1,,642216,BEV_S1_2038,,,,,,Electricity,,,,,,,D4,6.0,Use
2038,S2,,1410693,BEV_S2_2038,,,,,,Electricity,,,,,,,D1,13.0,Use
2038,S2,,2151804,BEV_S2_2038,,,,,,Electricity,,,,,,,D2,20.0,Use
2038,S2,,1187938,BEV_S2_2038,,,,,,Electricity,,,,,,,D3,11.0,Use
2038,S2,,190889,BEV_S2_2038,,,,,,Electricity,,,,,,,D4,1.0,Use
2038,S3,,3229278,BEV_S3_2038,,,,,,Electricity,,,,,,,D1,44.0,Use
2038,S3,,3297618,BEV_S3_2038,,,,,,Electricity,,,,,,,D2,45.0,Use
2038,S3,,1448550,BEV_S3_2038,,,,,,Electricity,,,,,,,D3,19.0,Use
2038,S3,,306910,BEV_S3_2038,,,,,,Electricity,,,,,,,D4,4.0,Use
2038,S4,,23437,BEV_S4_2038,,,,,,Electricity,,,,,,,D1,0.0,Use
2038,S4,,1148555,BEV_S4_2038,,,,,,Electricity,,,,,,,D2,9.0,Use
2038,S4,,161386,BEV_S4_2038,,,,,,Electricity,,,,,,,D3,1.0,Use
2038,S4,,2446,BEV_S4_2038,,,,,,Electricity,,,,,,,D4,0.0,Use
2023,S1,,869181,LNG_S1_2023,,,,,,BioLNG,,,,,,,D1,8.0,Buy
2023,S1,,2597094,Diesel_S1_2023,,,,,,HVO,,,,,,,D2,25.0,Buy
2023,S1,,3292011,Diesel_S1_2023,,,,,,HVO,,,,,,,D3,32.0,Buy
2023,S1,,414315,Diesel_S1_2023,,,,,,HVO,,,,,,,D4,4.0,Buy
2023,S2,,995694,LNG_S2_2023,,,,,,BioLNG,,,,,,,D1,9.0,Buy
2023,S2,,1383196,Diesel_S2_2023,,,,,,HVO,,,,,,,D2,13.0,Buy
2023,S2,,778008,Diesel_S2_2023,,,,,,HVO,,,,,,,D3,7.0,Buy
2023,S2,,133677,Diesel_S2_2023,,,,,,HVO,,,,,,,D4,1.0,Buy
2023,S3,,2183475,LNG_S3_2023,,,,,,BioLNG,,,,,,,D1,29.0,Buy
2023,S3,,2431901,Diesel_S3_2023,,,,,,HVO,,,,,,,D2,33.0,Buy
2023,S3,,1002466,Diesel_S3_2023,,,,,,HVO,,,,,,,D3,13.0,Buy
2023,S3,,205426,Diesel_S3_2023,,,,,,HVO,,,,,,,D4,2.0,Buy
2023,S4,,14576,LNG_S4_2023,,,,,,BioLNG,,,,,,,D1,0.0,Buy
2023,S4,,754717,Diesel_S4_2023,,,,,,HVO,,,,,,,D2,6.0,Buy
2023,S4,,118899,Diesel_S4_2023,,,,,,HVO,,,,,,,D3,1.0,Buy
2023,S4,,1809,Diesel_S4_2023,,,,,,HVO,,,,,,,D4,0.0,Buy
2024,S1,,877242,LNG_S1_2024,,,,,,BioLNG,,,,,,,D1,8.0,Use
2024,S1,,2716195,Diesel_S1_2024,,,,,,HVO,,,,,,,D2,26.0,Use
2024,S1,,3336604,Diesel_S1_2024,,,,,,HVO,,,,,,,D3,32.0,Use
2024,S1,,419981,Diesel_S1_2024,,,,,,HVO,,,,,,,D4,4.0,Use
2024,S2,,1043209,LNG_S2_2024,,,,,,BioLNG,,,,,,,D1,9.0,Use
2024,S2,,1391987,Diesel_S2_2024,,,,,,HVO,,,,,,,D2,13.0,Use
2024,S2,,807076,Diesel_S2_2024,,,,,,HVO,,,,,,,D3,7.0,Use
2024,S2,,133712,Diesel_S2_2024,,,,,,HVO,,,,,,,D4,1.0,Use
2024,S3,,2239440,LNG_S3_2024,,,,,,BioLNG,,,,,,,D1,30.0,Use
2024,S3,,2453497,Diesel_S3_2024,,,,,,HVO,,,,,,,D2,33.0,Use
2024,S3,,1029375,Diesel_S3_2024,,,,,,HVO,,,,,,,D3,14.0,Use
2024,S3,,208440,Diesel_S3_2024,,,,,,HVO,,,,,,,D4,2.0,Use
2024,S4,,15200,LNG_S4_2024,,,,,,BioLNG,,,,,,,D1,0.0,Use
2024,S4,,780979,Diesel_S4_2024,,,,,,HVO,,,,,,,D2,6.0,Use
2024,S4,,122186,Diesel_S4_2024,,,,,,HVO,,,,,,,D3,1.0,Use
2024,S4,,1893,Diesel_S4_2024,,,,,,HVO,,,,,,,D4,0.0,Use
2025,S1,,877707,LNG_S1_2025,,,,,,BioLNG,,,,,,,D1,8.0,Use
2025,S1,,2836223,Diesel_S1_2025,,,,,,HVO,,,,,,,D2,27.0,Use
2025,S1,,3446113,Diesel_S1_2025,,,,,,HVO,,,,,,,D3,33.0,Use
2025,S1,,439767,Diesel_S1_2025,,,,,,HVO,,,,,,,D4,4.0,Use
2025,S2,,1082065,LNG_S2_2025,,,,,,BioLNG,,,,,,,D1,10.0,Use
2025,S2,,1410584,Diesel_S2_2025,,,,,,HVO,,,,,,,D2,13.0,Use
2025,S2,,821678,Diesel_S2_2025,,,,,,HVO,,,,,,,D3,7.0,Use
2025,S2,,137231,Diesel_S2_2025,,,,,,HVO,,,,,,,D4,1.0,Use
2025,S3,,2255136,LNG_S3_2025,,,,,,BioLNG,,,,,,,D1,30.0,Use
2025,S3,,2501227,Diesel_S3_2025,,,,,,HVO,,,,,,,D2,34.0,Use
2025,S3,,1053662,Diesel_S3_2025,,,,,,HVO,,,,,,,D3,14.0,Use
2025,S3,,218537,Diesel_S3_2025,,,,,,HVO,,,,,,,D4,2.0,Use
2025,S4,,15615,LNG_S4_2025,,,,,,BioLNG,,,,,,,D1,0.0,Use
2025,S4,,791079,Diesel_S4_2025,,,,,,HVO,,,,,,,D2,6.0,Use
2025,S4,,123252,Diesel_S4_2025,,,,,,HVO,,,,,,,D3,1.0,Use
2025,S4,,1927,Diesel_S4_2025,,,,,,HVO,,,,,,,D4,0.0,Use
2026,S1,,884095,LNG_S1_2026,,,,,,BioLNG,,,,,,,D1,8.0,Use
2026,S1,,2909150,LNG_S1_2026,,,,,,BioLNG,,,,,,,D2,28.0,Use
2026,S1,,3537030,Diesel_S1_2026,,,,,,HVO,,,,,,,D3,34.0,Use
2026,S1,,446478,Diesel_S1_2026,,,,,,HVO,,,,,,,D4,4.0,Use
2026,S2,,1090703,LNG_S2_2026,,,,,,BioLNG,,,,,,,D1,10.0,Use
2026,S2,,1452683,LNG_S2_2026,,,,,,BioLNG,,,,,,,D2,13.0,Use
2026,S2,,825939,Diesel_S2_2026,,,,,,HVO,,,,,,,D3,7.0,Use
2026,S2,,141128,Diesel_S2_2026,,,,,,HVO,,,,,,,D4,1.0,Use
2026,S3,,2329773,LNG_S3_2026,,,,,,BioLNG,,,,,,,D1,31.0,Use
2026,S3,,2524893,LNG_S3_2026,,,,,,BioLNG,,,,,,,D2,34.0,Use
2026,S3,,1103927,Diesel_S3_2026,,,,,,HVO,,,,,,,D3,15.0,Use
2026,S3,,219181,Diesel_S3_2026,,,,,,HVO,,,,,,,D4,3.0,Use
2026,S4,,15916,LNG_S4_2026,,,,,,BioLNG,,,,,,,D1,0.0,Use
2026,S4,,794430,LNG_S4_2026,,,,,,BioLNG,,,,,,,D2,6.0,Use
2026,S4,,126715,Diesel_S4_2026,,,,,,HVO,,,,,,,D3,1.0,Use
2026,S4,,1989,Diesel_S4_2026,,,,,,HVO,,,,,,,D4,0.0,Use
2027,S1,,923004,LNG_S1_2027,,,,,,BioLNG,,,,,,,D1,9.0,Use
2027,S1,,3023153,LNG_S1_2027,,,,,,BioLNG,,,,,,,D2,29.0,Use
2027,S1,,3581681,Diesel_S1_2027,,,,,,HVO,,,,,,,D3,35.0,Use
2027,S1,,467174,Diesel_S1_2027,,,,,,HVO,,,,,,,D4,4.0,Use
2027,S2,,1114957,LNG_S2_2027,,,,,,BioLNG,,,,,,,D1,10.0,Use
2027,S2,,1480077,LNG_S2_2027,,,,,,BioLNG,,,,,,,D2,13.0,Use
2027,S2,,862851,Diesel_S2_2027,,,,,,HVO,,,,,,,D3,8.0,Use
2027,S2,,146448,Diesel_S2_2027,,,,,,HVO,,,,,,,D4,1.0,Use
2027,S3,,2381369,LNG_S3_2027,,,,,,BioLNG,,,,,,,D1,32.0,Use
2027,S3,,2591566,LNG_S3_2027,,,,,,BioLNG,,,,,,,D2,35.0,Use
2027,S3,,1137494,Diesel_S3_2027,,,,,,HVO,,,,,,,D3,15.0,Use
2027,S3,,224937,Diesel_S3_2027,,,,,,HVO,,,,,,,D4,3.0,Use
2027,S4,,16532,LNG_S4_2027,,,,,,BioLNG,,,,,,,D1,0.0,Use
2027,S4,,829347,LNG_S4_2027,,,,,,BioLNG,,,,,,,D2,7.0,Use
2027,S4,,129765,Diesel_S4_2027,,,,,,HVO,,,,,,,D3,1.0,Use
2027,S4,,2019,Diesel_S4_2027,,,,,,HVO,,,,,,,D4,0.0,Use
2028,S1,,968137,LNG_S1_2028,,,,,,BioLNG,,,,,,,D1,9.0,Use
2028,S1,,3114155,LNG_S1_2028,,,,,,BioLNG,,,,,,,D2,30.0,Use
2028,S1,,3731269,Diesel_S1_2028,,,,,,HVO,,,,,,,D3,36.0,Use
2028,S1,,469168,Diesel_S1_2028,,,,,,HVO,,,,,,,D4,4.0,Use
2028,S2,,1142178,LNG_S2_2028,,,,,,BioLNG,,,,,,,D1,10.0,Use
2028,S2,,1546703,LNG_S2_2028,,,,,,BioLNG,,,,,,,D2,14.0,Use
2028,S2,,902415,Diesel_S2_2028,,,,,,HVO,,,,,,,D3,8.0,Use
2028,S2,,148036,Diesel_S2_2028,,,,,,HVO,,,,,,,D4,1.0,Use
2028,S3,,2448472,LNG_S3_2028,,,,,,BioLNG,,,,,,,D1,33.0,Use
2028,S3,,2667924,LNG_S3_2028,,,,,,BioLNG,,,,,,,D2,36.0,Use
2028,S3,,1155329,Diesel_S3_2028,,,,,,HVO,,,,,,,D3,15.0,Use
2028,S3,,233462,Diesel_S3_2028,,,,,,HVO,,,,,,,D4,3.0,Use
2028,S4,,16863,LNG_S4_2028,,,,,,BioLNG,,,,,,,D1,0.0,Use
2028,S4,,851953,LNG_S4_2028,,,,,,BioLNG,,,,,,,D2,7.0,Use
2028,S4,,133929,Diesel_S4_2028,,,,,,HVO,,,,,,,D3,1.0,Use
2028,S4,,2066,Diesel_S4_2028,,,,,,HVO,,,,,,,D4,0.0,Use
2029,S1,,1009629,LNG_S1_2029,,,,,,BioLNG,,,,,,,D1,9.0,Use
2029,S1,,3188349,LNG_S1_2029,,,,,,BioLNG,,,,,,,D2,31.0,Use
